Title,Name,Type.of.name,Role,All.names,Dates.associated.with.name,Date.of.publication ,Country.of.publication,Place.of.publication,City,Colony.Name,Continent,Publisher,Edition,Languages,Type.of.resource,Content.type,Material type,Uniform title,﻿BL.record.ID,URL,BL shelfmark,ARK,,
"Selections from Various Authors, suited for Translation into the Native Language and to prepare officers for the examination in the Madras College","Campbell, William Rose",person,N/A,"Campbell, William Rose [person]",N/A,1848,India,Madras,Unspecified,India,Asia,Reuben Twigg,N/A,English,Monograph,Text,Online resource,N/A,014806783,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000318A8,Digital Store 12269.bbb.1,ark:/81055/vdc_0000000318A8,N/A,N/A
"The famous tragedy of the rich Jew of Malta. London, 1633","Marlowe, Christopher",person,N/A,"Marlowe, Christopher, 1564-1593 [person]",1564-1593,1810,England,London,Unspecified,Malta,Europe,Reynell,Another Edition,English,Monograph,Text,Online resource,Single Works. The Jew of Malta,014818429,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000295DA,Digital Store 992.i.9. (2.),ark:/81055/vdc_0000000295DA,N/A,N/A
Sarawak; its inhabitants and productions; being notes during a residence in that country with the Rajah Brooke [With plates.],"Low, Hugh",person,N/A,"Low, Hugh, Sir, g.c.m.g [person]",N/A,1848,England,London,Unspecified,Malaya,Asia,Richard Bentley,N/A,English,Monograph,Text,Online resource,N/A,014817532,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000052E30,Digital Store 1298.g.4,ark:/81055/vdc_000000052E30,N/A,N/A
In Tents in the Transvaal,"Hutchinson, Louisa",person,N/A,"Hutchinson, Louisa [person]",N/A,1879,England,London,Unspecified,Transvaal,Africa,Richard Bentley,N/A,English,Monograph,Text,Online resource,N/A,014814091,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005B2BA,Digital Store 10097.h.4,ark:/81055/vdc_00000005B2BA,N/A,N/A
"Life in Bombay, and the neighbouring out-stations, etc","Gray, James",person,N/A,"Gray, James, of Bombay [person]",N/A,1852,England,London,Bombay,India,Asia,Richard Bentley,N/A,English,Monograph,Text,Online resource,N/A,014812080,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000059DC0,Digital Store 10055.e.4,ark:/81055/vdc_000000059DC0,N/A,N/A
"Rambles beyond Railways; or, Notes in Cornwall taken a-foot ... With illustrations by H. C. Brandling","Collins, Wilkie",person,N/A,"Brandling, Henry C. (Henry Charles), 1818- [person] ; Collins, Wilkie, 1824-1889 [person]",1824-1889,1852,England,London,Cornwall,Canada,America,Richard Bentley,Second Edition,English,Monograph,Text,Online resource,Single Works,014839656,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000025F2,Digital Store 10352.cc.16,ark:/81055/vdc_0000000025F2,N/A,N/A
The Conquest of Canada,"Warburton, George",organisation,N/A,"Warburton, George, 1816-1857 [person] ; Canada [organisation]",1816-1857,1850,England,London,Unspecified,Canada,America,Richard Bentley,Second Edition,English,Monograph,Text,Online resource,Appendix. History and Politics,015105888,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000237F6,Digital Store 9555.v.8,ark:/81055/vdc_0000000237F6,N/A,N/A
"Twelve Years' Wanderings in the British Colonies, from 1835 to 1847","Byrne, J. C.",person,N/A,"Byrne, J. C. [person]",N/A,1848,England,London,Unspecified,Unspecified,Unspecified,Richard Bentley,N/A,English,Monograph,Text,Online resource,N/A,014806549,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005370C,Digital Store 1430.k.8,ark:/81055/vdc_00000005370C,N/A,N/A
"Excursions in New South Wales, Western Australia, and Van Dieman's Land, during the years 1830, 1831, 1832 and 1833 [With plates.]","Breton, William Henry",person,N/A,"Breton, William Henry [person]",N/A,1834,England,London,Unspecified,New South Wales,Oceania,Richard Bentley,Second Edition,English,Monograph,Text,Online resource,N/A,014879542,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000001694A,Digital Store 10492.ee.37,ark:/81055/vdc_00000001694A,N/A,N/A
"African Hunting from Natal to the Zambesi including Lake Ngami, the Kalahari Desert, &c. from 1852 to 1860 ... With illustrations [including a portrait] by James Wolf and J. B. Zwecker","Baldwin, William Charles",person,artist,"Baldwin, William Charles [person] ; Wolf, James, artist [person] ; Zwecker, John Baptist [person]",N/A,1863,England,London,Unspecified,Natal,Africa,Richard Bentley,N/A,English,Monograph,Text,Online resource,N/A,014804520,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005B1E2,Digital Store 010095.g.6,ark:/81055/vdc_00000005B1E2,N/A,N/A
"The United States and Canada, in 1832, 1833, and 1834","Arfwedson, Carl David",person,N/A,"Arfwedson, Carl David [person]",N/A,1834,England,London,Unspecified,Canada,America,Richard Bentley,N/A,English,Monograph,Text,Online resource,N/A,014804118,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000347DC,Digital Store 792.f.17 ; Digital Store 792.f.18,ark:/81055/vdc_0000000347DC,N/A,N/A
An Account of the Isle of Jersey ... with a new and accurate map of the island,"Falle, Philip",person,Rector of St Saviour Jersey,"Durell, Edward, Rector of St Saviour Jersey [person] ; Falle, Philip, 1656-1742 [person]",1656-1742,1837,Jersey,Jersey,Unspecified,Isle of Jersey,Europe,Richard Giffard,Another Edition,English,Monograph,Text,Online resource,N/A,014822977,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000001F5C,Digital Store 010360.i.20,ark:/81055/vdc_000000001F5C,N/A,N/A
H. Busch's Journal of a Cruise amongst the Nicobar Islands [With plates and a map.],"Busch, H.",person,N/A,"Busch, H., of Calcutta [person]",N/A,1845,India,Calcutta,Unspecified,Nicobar Islands,Oceania,N/A,N/A,English,Monograph,Text,Online resource,N/A,014622760,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000034B06,Digital Store 10055.df.8,ark:/81055/vdc_000000034B06,N/A,N/A
"Ancient and Modern Malta: containing a description of the ports and cities of Malta and Goza ... also, the history of the Knights of St. John of Jerusalem ... till the beginning of the 19th century ... With an appendix containing a number of authentic state papers, etc [With plates and a chart.]","Boisgelin de Kerdu, Pierre Marie Louis ",person,N/A,"Boisgelin de Kerdu, Pierre Marie Louis de, 1758-1816 [person]",1758-1816,1805,England,London,Unspecified,Malta,Europe,Richard Phillips,Another Edition,English,Monograph,Text,Online resource,N/A,014860133,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000009BD0,Digital Store 10151.h.20,ark:/81055/vdc_000000009BD0,N/A,N/A
Through Matabeleland: the record of a ten months' trip in an ox-wagon through Mashonaland and Matabeleland,"Wood, Joseph Garbett",person,N/A,"Wood, Joseph Garbett [person]",N/A,1893,England,London,Unspecified,Mashonaland,Africa,"Richards, Glanville",N/A,English,Monograph,Text,Online resource,N/A,014832466,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005BF38,Digital Store 010096.e.58,ark:/81055/vdc_00000005BF38,N/A,N/A
The Alien Transvaal. A moral review,"Russell, Annie",person,N/A,"Russell, Annie [person]",N/A,1885,England,London,Unspecified,Transvaal,Africa,"Richards, Glanville",N/A,English,Monograph,Text,Online resource,N/A,014828691,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005A510,Digital Store 010096.h.46,ark:/81055/vdc_00000005A510,N/A,N/A
"The Transvaal in 1876. Notes made by a resident in the republic previous to the annexation, with extracts from the diary of the late Hon'ble William Napier, while travelling between the Lydenberg gold-fields and Delagoa Bay",D. M. D,person,N/A,"Napier, William, Honourable [person] ; D, D. M. [person] ; Dunbar, Drummond Miles, Sir [person]",N/A,1881,South Africa,Grahamstown,Unspecified,Transvaal,Africa,"Richards, Slater",N/A,English,Monograph,Text,Online resource,N/A,014808531,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005B314,Digital Store 10097.b.17. (5.),ark:/81055/vdc_00000005B314,N/A,N/A
"Government of Canada. Debates of the House of Commons in the year 1774, on the Bill for making more effectual provision for the government of the Province of Quebec. Drawn up from the notes of ... Sir H. Cavendish ... now first published by J. Wright. With a map, etc","Great Britain, Parliament, House of Commons",organisation,N/A,"Wright, J. (John), approximately 1770-1844 [person] ; Great Britain, Parliament, House of Commons [organisation] ; Cavendish, Henry, Sir, 1732-1804 [person]",N/A,1839,England,London,Unspecified,Canada,America,Ridgway,N/A,English,Monograph,Text,Online resource,Proceedings. II. Chronological Series,014871653,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000135A2,Digital Store 809.e.9,ark:/81055/vdc_0000000135A2,N/A,N/A
The Gold Fields of British Columbia,unknown,unknown,N/A,N/A,N/A,1862,England,London,Unspecified,"British Columbia, Canada",America,Rixon & Arnold,N/A,English,Monograph,Text,Online resource,Appendix,015115604,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000024270,Digital Store 10470.d.27. (7.),ark:/81055/vdc_000000024270,N/A,N/A
"Chiploquorgan; or, Life by the camp fire in Dominion of Canada and Newfoundland","Dashwood, Richard Lewes",person,N/A,"Dashwood, Richard Lewes [person]",N/A,1871,Ireland,Dublin,Unspecified,"Canada, New Foundland",America,Robert T. White,N/A,English,Monograph,Text,Online resource,N/A,014871529,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000001369E,Digital Store 010470.eee.3,ark:/81055/vdc_00000001369E,N/A,N/A
"Glimpses of London, and Atlantic experiences; or, an account of a voyage to England ... and back, ... the starting-point being Ottawa, in the winter of 1872-73","Roger, Charles",person,N/A,"Roger, Charles, of Ottawa [person]",N/A,1873,Canada,Ottawa,Ottawa,Canada,America,"Robertson, Roger",N/A,English,Monograph,Text,Online resource,N/A,014862280,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000000CCC0,Digital Store 10347.c.4. (4.),ark:/81055/vdc_00000000CCC0,N/A,N/A
"Extracts from a Journal [Containing: Tour in Istria and Dalmatia, 1817. Sicily, Malta, and Calabria, 1819.]","Monson, William John",person,N/A,"Monson, William John, Baron Monson [person]",N/A,1820,England,London,Unspecified,Malta,Europe,Rodwell & Martin,N/A,English,Monograph,Text,Online resource,N/A,014825786,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005C60A,Digital Store 1049.i.29,ark:/81055/vdc_00000005C60A,N/A,N/A
"Proceedings in Parga and the Ionian Islands, with a series of correspondence and other justificatory documents [With a map.]","De Bosset, Charles Philip",person,N/A,"Maitland, Thomas, Sir, approximately 1759-1824 [person] ; De Bosset, Charles Philip [person]",1759-1824,1822,England,London,Unspecified,Ionian Islands,Europe,Rodwell & Martin,Second Edition,English,Monograph,Text,Online resource,N/A,014871543,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000128DC,Digital Store 1053.g.19,ark:/81055/vdc_0000000128DC,N/A,N/A
The British Colony in Russia,"Johnstone, Catherine Laura",person,N/A,"Johnstone, Catherine Laura [person]",N/A,1898,England,London,Unspecified,Unspecified,Unspecified,Roxburghe,N/A,English,Monograph,Text,Online resource,N/A,014750887,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000052512,Digital Store 10292.c.23,ark:/81055/vdc_000000052512,N/A,N/A
"État et avenir du Canada en 1854, tel que retracé dans les dépêches du très-honorable comte d'Elgin et Kincardine au principal SecrétaireÉtat de sa Majesté pour les Colonies","Elgin, James Bruce",person,N/A,"Elgin, James Bruce, Earl of, 1811-1863 [person]",1811-1863,1855,Canada,Quebec,Unspecified,Canada,America,S. Derbishire & G. Desbarats,N/A,French,Monograph,Text,Online resource,N/A,014871322,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000130DA,Digital Store 10470.f.12,ark:/81055/vdc_0000000130DA,N/A,N/A
"A Topographical Dictionary of England ... and the Islands of Guernsey, Jersey and Man ... with maps ... and a plan of London, etc","Lewis, Samuel",person,N/A,"Lewis, Samuel, -1865 [person]",-1865,1835,England,London,Unspecified,"Isle of Jersey, Isle of Man",Europe,S. Lewis,Third Edition,English,Monograph,Text,Online resource,N/A,014840583,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000003090,Digital Store 10353.e.1,ark:/81055/vdc_000000003090,N/A,N/A
The Founding of South Australia as recorded in the journals of Mr. R. Gouger ...,"Gouger, Robert",person,N/A,"Hodder, Edwin [person] ; Gouger, Robert [person]",N/A,1898,England,London,Unspecified,Australia,Oceania,S. Low,N/A,English,Monograph,Text,Online resource,N/A,015210938,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000272B2,Digital Store 9772.bb.30,ark:/81055/vdc_0000000272B2,N/A,N/A
"Rambling reminiscences of a residence abroad. England, Guernsey, etc","Peyton, John Lewis",person,N/A,"Peyton, John Lewis [person]",N/A,1888,United States of America,"Staunton, Virginia",Unspecified,Isle of Guernsey,Europe,S. M. Yost,N/A,English,Monograph,Text,Online resource,N/A,014827299,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005612A,Digital Store 10350.cc.30,ark:/81055/vdc_00000005612A,N/A,N/A
"An Account of Bermuda, past and present, etc","Ogilvy, John",person,N/A,"Ogilvy, John, m.d [person]",N/A,1883,Bermuda,Hamilton,Unspecified,Bermuda,America,S. Nelmes,N/A,English,Monograph,Text,Online resource,N/A,014867357,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000000E12A,Digital Store 10409.e.17. (8.),ark:/81055/vdc_00000000E12A,N/A,N/A
Sketches in Cornwall,"Bragge, M. F.",person,N/A,"Bragge, M. F. [person]",N/A,1878,England,London,Cornwall,Canada,America,S. Tinsley,N/A,English,Monograph,Text,Online resource,N/A,014767527,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005779E,Digital Store 10368.ccc.8,ark:/81055/vdc_00000005779E,N/A,N/A
"America: a four years' residence in the United States and Canada, etc","Brown, William",person,N/A,"Brown, William, Leeds clothier [person]",N/A,1849,England,Leeds,Unspecified,Canada,America,N/A,N/A,English,Monograph,Text,Online resource,N/A,014839495,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000047AC,Digital Store 10408.c.35,ark:/81055/vdc_0000000047AC,N/A,N/A
Historical and Statistical Sketches of Aden ... during a two years' residence ... By an officer in the Queen's Army,unknown,unknown,N/A,N/A,N/A,1848,India,Madras,Unspecified,Aden,Asia,S.P.C.K,N/A,English,Monograph,Text,Online resource,N/A,014803603,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005AADA,Digital Store 10075.f.7,ark:/81055/vdc_00000005AADA,N/A,N/A
"Te Rou; or, the Maori at Home. A tale, exhibiting the social life, manners, habits and customs of the Maori race in New Zealand prior to the introduction of civilisation amongst them","White, John",person,N/A,"White, John, of Wellington, N.Z. [person]",N/A,1874,England,London,Unspecified,New Zealand,Oceania,Sampson Low,N/A,English,Monograph,Text,Online resource,N/A,014832028,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000004EB40,Digital Store 12638.cc.26,ark:/81055/vdc_00000004EB40,N/A,N/A
"Newfoundland to Cochin China. By the Golden Wave, New Nippon and the Forbidden City ... With reports on British trade and interests in Canada, Japan and China by Col. H. Vincent. With ... illustrations","Vincent, Ethel Gwendoline",person,N/A,"Vincent, Ethel Gwendoline, Lady [person] ; Vincent, C. E. Howard (Charles Edward Howard), 1849-1908 [person]",N/A,1892,England,London,Unspecified,Newfoundland,America,Sampson Low,N/A,English,Monograph,Text,Online resource,N/A,014831434,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005BB66,Digital Store 10024.e.23,ark:/81055/vdc_00000005BB66,N/A,N/A
"Reminiscences of Travel in Australia, America and Egypt ... With illustrations, etc","Tangye, Richard",person,N/A,"Tangye, Richard, Sir, 1833-1906 [person]",1833-1906,1883,England,London,Unspecified,"Australia, Egypt","Oceania, Africa",Sampson Low,N/A,English,Monograph,Text,Online resource,N/A,014830557,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000034326,Digital Store 10028.ee.13,ark:/81055/vdc_000000034326,N/A,N/A
"Hesperothen; notes from the West: being a record of a ramble in the United States and Canada, etc","Russell, William Howard",person,N/A,"Russell, William Howard, Sir, 1820-1907 [person]",1820-1907,1882,England,London,Unspecified,Canada,Oceania,Sampson Low,N/A,English,Monograph,Text,Online resource,N/A,014841147,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000000472E,Digital Store 10408.bbb.17,ark:/81055/vdc_00000000472E,N/A,N/A
"Newfoundland to Manitoba. A guide through Canada's maritime, mining and prairie provinces ... Reprinted, with ... additions, from the 'Times.' With ... illustrations","Rae, William Fraser",person,N/A,"Rae, W. Fraser (William Fraser), 1835-1905 [person]",1835-1905,1881,England,London,Unspecified,Canada,Oceania,Sampson Low,N/A,English,Monograph,Text,Online resource,N/A,014872642,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000130AA,Digital Store 10470.ee.31,ark:/81055/vdc_0000000130AA,N/A,N/A
"The Land of the Pink Pearl, or recollections of life in the Bahamas","Powles, Louis Diston",person,N/A,"Powles, Louis Diston [person]",N/A,1888,England,London,Unspecified,Bahamas,Oceania,Sampson Low,N/A,English,Monograph,Text,Online resource,N/A,014872622,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000001451A,Digital Store 10480.ee.22,ark:/81055/vdc_00000001451A,N/A,N/A
Notes on British Guiana and its Gold Industry. With maps.,"Perkins, H. J.",person,N/A,"Perkins, H. J. [person]",N/A,1896,England,London,Unspecified,Guyana,America,Sampson Low,Second Edition,English,Monograph,Text,Online resource,N/A,014750926,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000051EA0,Digital Store 07108.k.5,ark:/81055/vdc_000000051EA0,N/A,N/A
"Orient Line Guide. Chapters for travellers by sea and by land. Illustrated.  ... augmented, with maps ... for the voyage between England and Australia.","Loftie, William John",person,N/A,"Loftie, William John [person]",N/A,1885,England,London,Unspecified,Australia,Oceania,Sampson Low,Another Edition,English,Monograph,Text,Online resource,N/A,014817336,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000052A94,Digital Store 10026.f.8,ark:/81055/vdc_000000052A94,N/A,N/A
